   0.9079383       0.5800877       0.1656032       0.7017320       0.3541697       0.9764176    
   0.5800877       0.1656032       0.7017320       0.3541697       0.9764176       0.4644376    
   0.1656032       0.7017320       0.3541697       0.9764176       0.4644376       0.4628734    
   0.7017320       0.3541697       0.9764176       0.4644376       0.4628734       0.4470308    
   0.3541697       0.9764176       0.4644376       0.4628734       0.4470308        1.023614    
   0.9764176       0.4644376       0.4628734       0.4470308        1.023614       0.8730918    
   0.4644376       0.4628734       0.4470308        1.023614       0.8730918      -0.3677741E-01
   0.4628734       0.4470308        1.023614       0.8730918      -0.3677741E-01    1.405843    
   0.4470308        1.023614       0.8730918      -0.3677741E-01    1.405843        1.438078    
    1.023614       0.8730918      -0.3677741E-01    1.405843        1.438078       0.9263279    
   0.8730918      -0.3677741E-01    1.405843        1.438078       0.9263279       0.3849313    
  -0.3677741E-01    1.405843        1.438078       0.9263279       0.3849313      -0.2190154    
    1.405843        1.438078       0.9263279       0.3849313      -0.2190154       0.9467026    
    1.438078       0.9263279       0.3849313      -0.2190154       0.9467026        1.408193    
   0.9263279       0.3849313      -0.2190154       0.9467026        1.408193       0.7843874    
   0.3849313      -0.2190154       0.9467026        1.408193       0.7843874       0.9863404E-01
  -0.2190154       0.9467026        1.408193       0.7843874       0.9863404E-01  -0.1511672    
   0.9467026        1.408193       0.7843874       0.9863404E-01  -0.1511672       0.7669211    
    1.408193       0.7843874       0.9863404E-01  -0.1511672       0.7669211       0.3342167    
   0.7843874       0.9863404E-01  -0.1511672       0.7669211       0.3342167       0.8738256    
   0.9863404E-01  -0.1511672       0.7669211       0.3342167       0.8738256       0.3465451    
  -0.1511672       0.7669211       0.3342167       0.8738256       0.3465451        1.099753    
   0.7669211       0.3342167       0.8738256       0.3465451        1.099753        1.062977    
   0.3342167       0.8738256       0.3465451        1.099753        1.062977       0.1941523    
   0.8738256       0.3465451        1.099753        1.062977       0.1941523       0.8636510E-01
   0.3465451        1.099753        1.062977       0.1941523       0.8636510E-01   0.5750050    
    1.099753        1.062977       0.1941523       0.8636510E-01   0.5750050       0.7135051    
    1.062977       0.1941523       0.8636510E-01   0.5750050       0.7135051       0.3584503    
   0.1941523       0.8636510E-01   0.5750050       0.7135051       0.3584503        1.186317    
   0.8636510E-01   0.5750050       0.7135051       0.3584503        1.186317        1.018398    
   0.5750050       0.7135051       0.3584503        1.186317        1.018398       0.1458165    
   0.7135051       0.3584503        1.186317        1.018398       0.1458165       0.2191209    
   0.3584503        1.186317        1.018398       0.1458165       0.2191209       0.4918601    
    1.186317        1.018398       0.1458165       0.2191209       0.4918601       0.9791260    
    1.018398       0.1458165       0.2191209       0.4918601       0.9791260       0.7239858    
   0.1458165       0.2191209       0.4918601       0.9791260       0.7239858      -0.6212200E-01
   0.2191209       0.4918601       0.9791260       0.7239858      -0.6212200E-01    1.069274    
   0.4918601       0.9791260       0.7239858      -0.6212200E-01    1.069274       0.2219770    
   0.9791260       0.7239858      -0.6212200E-01    1.069274       0.2219770        1.230196    
   0.7239858      -0.6212200E-01    1.069274       0.2219770        1.230196        1.236291    
  -0.6212200E-01    1.069274       0.2219770        1.230196        1.236291       0.5109448    
    1.069274       0.2219770        1.230196        1.236291       0.5109448      -0.1958752    
   0.2219770        1.230196        1.236291       0.5109448      -0.1958752        1.393416    
    1.230196        1.236291       0.5109448      -0.1958752        1.393416        1.605567    
    1.236291       0.5109448      -0.1958752        1.393416        1.605567        1.238205    
   0.5109448      -0.1958752        1.393416        1.605567        1.238205       0.9175912    
  -0.1958752        1.393416        1.605567        1.238205       0.9175912       0.5743170    
    1.393416        1.605567        1.238205       0.9175912       0.5743170       0.1074470    
    1.605567        1.238205       0.9175912       0.5743170       0.1074470      -0.3411155    
    1.238205       0.9175912       0.5743170       0.1074470      -0.3411155        1.419564    
   0.9175912       0.5743170       0.1074470      -0.3411155        1.419564       0.8416632    
   0.5743170       0.1074470      -0.3411155        1.419564       0.8416632      -0.5262946E-03
   0.1074470      -0.3411155        1.419564       0.8416632      -0.5262946E-03   0.6876593    
  -0.3411155        1.419564       0.8416632      -0.5262946E-03   0.6876593       0.9721206    
    1.419564       0.8416632      -0.5262946E-03   0.6876593       0.9721206       0.3305354E-01
   0.8416632      -0.5262946E-03   0.6876593       0.9721206       0.3305354E-01    1.183232    
  -0.5262946E-03   0.6876593       0.9721206       0.3305354E-01    1.183232        1.401083    
   0.6876593       0.9721206       0.3305354E-01    1.183232        1.401083       0.8075578    
   0.9721206       0.3305354E-01    1.183232        1.401083       0.8075578       0.1591192    
   0.3305354E-01    1.183232        1.401083       0.8075578       0.1591192      -0.2587630    
    1.183232        1.401083       0.8075578       0.1591192      -0.2587630       0.9522312    
    1.401083       0.8075578       0.1591192      -0.2587630       0.9522312       0.1421565    
   0.8075578       0.1591192      -0.2587630       0.9522312       0.1421565        1.228148    
   0.1591192      -0.2587630       0.9522312       0.1421565        1.228148       0.5614508    
  -0.2587630       0.9522312       0.1421565        1.228148       0.5614508      -0.4015857E-01
   0.9522312       0.1421565        1.228148       0.5614508      -0.4015857E-01   0.9211548    
   0.1421565        1.228148       0.5614508      -0.4015857E-01   0.9211548       0.2161640    
    1.228148       0.5614508      -0.4015857E-01   0.9211548       0.2161640        1.284019    
   0.5614508      -0.4015857E-01   0.9211548       0.2161640        1.284019       0.7932085    
  -0.4015857E-01   0.9211548       0.2161640        1.284019       0.7932085      -0.7806660E-01
   0.9211548       0.2161640        1.284019       0.7932085      -0.7806660E-01    1.426356    
   0.2161640        1.284019       0.7932085      -0.7806660E-01    1.426356        1.461595    
    1.284019       0.7932085      -0.7806660E-01    1.426356        1.461595       0.9754382    
   0.7932085      -0.7806660E-01    1.426356        1.461595       0.9754382       0.4713011    
  -0.7806660E-01    1.426356        1.461595       0.9754382       0.4713011      -0.1222638    
    1.426356        1.461595       0.9754382       0.4713011      -0.1222638       0.2503662    
    1.461595       0.9754382       0.4713011      -0.1222638       0.2503662       0.5841033    
   0.9754382       0.4713011      -0.1222638       0.2503662       0.5841033       0.5645546    
   0.4713011      -0.1222638       0.2503662       0.5841033       0.5645546       0.4241450    
  -0.1222638       0.2503662       0.5841033       0.5645546       0.4241450        1.049776    
   0.2503662       0.5841033       0.5645546       0.4241450        1.049776       0.9246939    
   0.5841033       0.5645546       0.4241450        1.049776       0.9246939       0.1011657E-01
   0.5645546       0.4241450        1.049776       0.9246939       0.1011657E-01    1.107300    
   0.4241450        1.049776       0.9246939       0.1011657E-01    1.107300        1.376496    
    1.049776       0.9246939       0.1011657E-01    1.107300        1.376496       0.7469417    
   0.9246939       0.1011657E-01    1.107300        1.376496       0.7469417       0.5972768E-01
   0.1011657E-01    1.107300        1.376496       0.7469417       0.5972768E-01  -0.7924967E-01
    1.107300        1.376496       0.7469417       0.5972768E-01  -0.7924967E-01   0.6850138    
    1.376496       0.7469417       0.5972768E-01  -0.7924967E-01   0.6850138       0.4712395    
   0.7469417       0.5972768E-01  -0.7924967E-01   0.6850138       0.4712395       0.5297620    
   0.5972768E-01  -0.7924967E-01   0.6850138       0.4712395       0.5297620       0.5909632    
  -0.7924967E-01   0.6850138       0.4712395       0.5297620       0.5909632       0.4080413    
   0.6850138       0.4712395       0.5297620       0.5909632       0.4080413       0.9219638    
   0.4712395       0.5297620       0.5909632       0.4080413       0.9219638       0.4431313    
   0.5297620       0.5909632       0.4080413       0.9219638       0.4431313       0.6147518    
   0.5909632       0.4080413       0.9219638       0.4431313       0.6147518       0.5565773    
   0.4080413       0.9219638       0.4431313       0.6147518       0.5565773       0.4374196    
   0.9219638       0.4431313       0.6147518       0.5565773       0.4374196       0.4199195    
   0.4431313       0.6147518       0.5565773       0.4374196       0.4199195        1.114815    
   0.6147518       0.5565773       0.4374196       0.4199195        1.114815       0.8326303    
   0.5565773       0.4374196       0.4199195        1.114815       0.8326303      -0.6087922E-01
   0.4374196       0.4199195        1.114815       0.8326303      -0.6087922E-01    1.451151    
   0.4199195        1.114815       0.8326303      -0.6087922E-01    1.451151        1.359186    
    1.114815       0.8326303      -0.6087922E-01    1.451151        1.359186       0.7952777    
   0.8326303      -0.6087922E-01    1.451151        1.359186       0.7952777       0.1819230    
  -0.6087922E-01    1.451151        1.359186       0.7952777       0.1819230      -0.2924493    
    1.451151        1.359186       0.7952777       0.1819230      -0.2924493        1.167746    
    1.359186       0.7952777       0.1819230      -0.2924493        1.167746       0.2822143    
   0.7952777       0.1819230      -0.2924493        1.167746       0.2822143       0.6819296    
   0.1819230      -0.2924493        1.167746       0.2822143       0.6819296       0.7509093    
  -0.2924493        1.167746       0.2822143       0.6819296       0.7509093      -0.1632922E-01
    1.167746       0.2822143       0.6819296       0.7509093      -0.1632922E-01    1.028082    
   0.2822143       0.6819296       0.7509093      -0.1632922E-01    1.028082       0.2226146    
   0.6819296       0.7509093      -0.1632922E-01    1.028082       0.2226146        1.298053    
   0.7509093      -0.1632922E-01    1.028082       0.2226146        1.298053        1.190094    
  -0.1632922E-01    1.028082       0.2226146        1.298053        1.190094       0.4470594    
    1.028082       0.2226146        1.298053        1.190094       0.4470594      -0.2286639    
   0.2226146        1.298053        1.190094       0.4470594      -0.2286639        1.511140    
    1.298053        1.190094       0.4470594      -0.2286639        1.511140        1.316053    
    1.190094       0.4470594      -0.2286639        1.511140        1.316053       0.7419742    
   0.4470594      -0.2286639        1.511140        1.316053       0.7419742       0.1145177    
  -0.2286639        1.511140        1.316053       0.7419742       0.1145177      -0.2449674    
    1.511140        1.316053       0.7419742       0.1145177      -0.2449674       0.8797934    
    1.316053       0.7419742       0.1145177      -0.2449674       0.8797934       0.1909903    
   0.7419742       0.1145177      -0.2449674       0.8797934       0.1909903        1.116720    
   0.1145177      -0.2449674       0.8797934       0.1909903        1.116720       0.4563845    
  -0.2449674       0.8797934       0.1909903        1.116720       0.4563845       0.3002081    
   0.8797934       0.1909903        1.116720       0.4563845       0.3002081       0.4689452    
   0.1909903        1.116720       0.4563845       0.3002081       0.4689452       0.9850025    
    1.116720       0.4563845       0.3002081       0.4689452       0.9850025       0.6214317    
   0.4563845       0.3002081       0.4689452       0.9850025       0.6214317       0.3780326E-01
   0.3002081       0.4689452       0.9850025       0.6214317       0.3780326E-01   0.9070052    
   0.4689452       0.9850025       0.6214317       0.3780326E-01   0.9070052       0.2459217    
   0.9850025       0.6214317       0.3780326E-01   0.9070052       0.2459217        1.301682    
   0.6214317       0.3780326E-01   0.9070052       0.2459217        1.301682       0.9385325    
   0.3780326E-01   0.9070052       0.2459217        1.301682       0.9385325       0.6659719E-01
   0.9070052       0.2459217        1.301682       0.9385325       0.6659719E-01   0.5040413    
   0.2459217        1.301682       0.9385325       0.6659719E-01   0.5040413       0.7043449    
    1.301682       0.9385325       0.6659719E-01   0.5040413       0.7043449       0.8834832E-01
   0.9385325       0.6659719E-01   0.5040413       0.7043449       0.8834832E-01   0.9286382    
   0.6659719E-01   0.5040413       0.7043449       0.8834832E-01   0.9286382       0.2691814    
   0.5040413       0.7043449       0.8834832E-01   0.9286382       0.2691814        1.283940    
   0.7043449       0.8834832E-01   0.9286382       0.2691814        1.283940        1.097106    
   0.8834832E-01   0.9286382       0.2691814        1.283940        1.097106       0.2882777    
   0.9286382       0.2691814        1.283940        1.097106       0.2882777      -0.1763694    
   0.2691814        1.283940        1.097106       0.2882777      -0.1763694       0.8799961    
    1.283940        1.097106       0.2882777      -0.1763694       0.8799961       0.2037367    
    1.097106       0.2882777      -0.1763694       0.8799961       0.2037367        1.144209    
   0.2882777      -0.1763694       0.8799961       0.2037367        1.144209       0.4987933    
  -0.1763694       0.8799961       0.2037367        1.144209       0.4987933       0.1516898    
   0.8799961       0.2037367        1.144209       0.4987933       0.1516898       0.6569970    
   0.2037367        1.144209       0.4987933       0.1516898       0.6569970       0.4379401    
    1.144209       0.4987933       0.1516898       0.6569970       0.4379401       0.6974020    
   0.4987933       0.1516898       0.6569970       0.4379401       0.6974020       0.3225465    
   0.1516898       0.6569970       0.4379401       0.6974020       0.3225465        1.188009    
   0.6569970       0.4379401       0.6974020       0.3225465        1.188009       0.7385553    
   0.4379401       0.6974020       0.3225465        1.188009       0.7385553      -0.9980510E-01
   0.6974020       0.3225465        1.188009       0.7385553      -0.9980510E-01    1.334720    
   0.3225465        1.188009       0.7385553      -0.9980510E-01    1.334720       0.6860616    
    1.188009       0.7385553      -0.9980510E-01    1.334720       0.6860616      -0.1293430    
   0.7385553      -0.9980510E-01    1.334720       0.6860616      -0.1293430        1.421273    
  -0.9980510E-01    1.334720       0.6860616      -0.1293430        1.421273       0.9493570    
    1.334720       0.6860616      -0.1293430        1.421273       0.9493570       0.1233519    
   0.6860616      -0.1293430        1.421273       0.9493570       0.1233519       0.1136522    
  -0.1293430        1.421273       0.9493570       0.1233519       0.1136522       0.5336683    
    1.421273       0.9493570       0.1233519       0.1136522       0.5336683       0.8589737    
   0.9493570       0.1233519       0.1136522       0.5336683       0.8589737       0.5054016    
   0.1233519       0.1136522       0.5336683       0.8589737       0.5054016       0.4341297    
