-0.518053, 0.458393, 1
-0.162365, 0.032219, 1
-0.563184, -0.546735, 1
0.213259, -0.214433, 1
-0.434914, -0.657968, 1
0.437928, 0.853344, 1
-0.145739, 0.579717, 1
-0.125823, 0.17497, 0
-0.475191, 0.760397, 0
-0.142811, 0.455753, 1
-0.207159, 0.334029, 0
0.893006, -0.349657, 1
-0.171334, -0.284627, 0
-0.0185072, -0.347539, 1
0.227266, -0.0532389, 1
-0.882134, 0.38557, 0
-0.671283, -0.315248, 1
0.557114, 0.431394, 0
0.704344, -0.318007, 1
-0.881643, 0.199827, 0
0.39891, -0.889659, 0
0.237275, 0.0120691, 0
0.738383, -0.00147427, 0
-0.00393819, -0.332827, 1
-0.370467, 0.0811979, 0
-0.151053, 0.629138, 0
-0.909627, 0.0530435, 0
0.321218, 0.662913, 0
0.499799, 0.661248, 1
-0.0740426, -0.176268, 1
-0.936039, 0.0908111, 0
0.118361, -0.243703, 1
-0.526979, -0.479509, 1
0.332706, 0.0677022, 1
0.134967, -0.704052, 1
0.316659, -0.81263, 1
0.648281, -0.206419, 0
-0.337844, 0.880201, 1
0.682251, 0.372574, 0
0.096367, -0.194272, 1
-0.386706, -0.55473, 1
0.0584225, 0.971947, 1
-0.2854, -0.640067, 1
0.205208, -0.261395, 1
0.263693, 0.856013, 1
0.141479, 0.625453, 0
-0.059478, 0.55748, 1
0.684778, 0.182488, 0
-0.101448, -0.712568, 1
-0.0482465, 0.131058, 1
-0.542985, -0.226778, 1
-0.237993, 0.0735232, 0
-0.623524, 0.561487, 0
0.165238, 0.0722525, 0
0.576743, -0.182724, 0
0.292267, -0.787143, 1
0.130154, -0.855784, 1
0.633439, 0.414201, 0
-0.0557575, 0.22478, 0
0.705731, -0.541458, 1
-0.925485, -0.209166, 0
-0.59764, 0.638373, 0
-0.618446, -0.375407, 1
0.279631, 0.793596, 0
0.940967, -0.272874, 0
-0.645616, -0.290001, 1
0.841672, -0.199627, 1
0.592136, -0.0132444, 0
0.0151425, -0.836275, 1
0.0747155, 0.490481, 1
-0.200443, -0.130765, 1
-0.340458, -0.292065, 0
-0.190315, 0.04809, 1
-0.312423, -0.632342, 1
-0.991223, -0.11422, 0
-0.773187, 0.415769, 0
-0.357094, 0.847842, 1
-0.851692, -0.39174, 0
-0.441904, -0.202298, 0
0.426962, 0.521404, 0
0.90478, -0.0173855, 1
-0.782081, -0.0220173, 0
0.544615, -0.0158106, 0
0.503796, 0.502909, 0
0.320373, 0.256953, 1
-0.418369, -0.464491, 1
-0.622291, -0.432514, 1
-0.97003, -0.148949, 0
-0.818778, -0.104865, 0
0.767936, 0.397306, 1
-0.313704, -0.690445, 1
0.195548, 0.629575, 0
-0.100997, 0.567634, 1
-0.0253604, -0.336936, 1
0.0382504, 0.566043, 1
0.589578, -0.192882, 0
0.203152, -0.407864, 0
-0.696805, 0.0558247, 1
0.364145, 0.907521, 1
0.592696, -0.604577, 1
-0.218454, -0.106162, 1
0.532103, -0.591938, 1
0.865653, 0.305775, 1
0.667186, -0.572328, 1
0.707709, -0.00325107, 0
-0.477316, -0.140328, 0
-0.271971, 0.892016, 1
-0.133378, -0.382186, 0
0.537749, 0.356372, 0
0.473089, 0.79413, 1
-0.861378, 0.00909105, 0
0.462843, -0.347378, 0
0.723912, 0.0838603, 0
-0.514933, -0.455314, 1
-0.673937, 0.600197, 0
0.570723, -0.782781, 0
0.153814, 0.00478683, 0
-0.012102, -0.530282, 0
0.344766, -0.517136, 0
0.123852, 0.858142, 1
0.235491, 0.787649, 0
-0.346473, -0.114896, 0
0.087806, -0.522183, 0
0.488557, -0.00194631, 1
0.565283, -0.320765, 0
0.389544, -0.108079, 1
-0.0995792, -0.597104, 0
-0.139987, -0.72546, 1
0.540087, 0.71352, 1
-0.480314, -0.463712, 1
0.331905, -0.846418, 0
0.302672, 0.794982, 1
0.255166, 0.543107, 0
0.285672, 0.101144, 1
0.305427, 0.676797, 0
0.0808139, 0.252956, 0
0.419541, -0.307509, 0
0.488846, 0.546674, 0
-0.493406, 0.577479, 0
-0.172211, 0.851336, 0
-0.243257, -0.728905, 1
-0.395626, 0.145915, 0
0.182165, 0.941102, 1
0.742919, -0.386291, 1
