-4.76142, 2.16824, -7.19595, 0.94203, 0
-0.796084, -3.10666, -0.551382, -4.59426, 0
-10.711, -7.35649, -2.41128, -1.56054, 0
0.299413, 1.03806, -4.13904, -1.53695, 0
-4.75316, -2.94403, 2.55019, 3.71442, 1
6.18198, 3.7661, 4.45945, 6.5796, 0
-6.99115, 1.8916, 1.79282, 2.46998, 0
0.387477, -1.83942, -1.91475, 1.60656, 0
4.93798, 3.42735, -3.78613, -8.18943, 1
4.13657, -2.03799, -1.56859, -0.760042, 1
2.25443, -3.39435, 2.93362, -7.20971, 0
-5.31099, -1.37553, 8.21156, 0.369497, 0
4.01102, 4.05287, 4.33354, -1.19383, 1
-2.11397, 1.65505, 3.33205, 0.813001, 1
-5.67975, -6.39202, 3.69368, 1.04136, 0
-0.15116, 3.41826, -2.30287, -10.332, 0
-3.2188, -0.509017, 3.79042, 5.5856, 1
0.50147, 3.49589, -3.86915, 3.91811, 0
-1.90538, -0.0160226, -4.06354, 3.93401, 1
1.26081, 2.55183, -4.76091, 0.0644936, 1
-3.77168, -3.94072, 5.37909, 1.72157, 1
-4.57945, -0.375714, -3.89063, -1.61576, 0
-1.6114, 2.47407, 3.02217, 8.52147, 1
6.92889, 0.952397, 1.65671, 2.35303, 1
0.0935085, 0.528893, 2.5206, 0.242378, 1
-2.43485, 1.89015, -3.57918, 4.05924, 0
3.27495, 3.46043, -6.64572, -0.562747, 1
3.48094, 3.00177, -4.3624, -5.25512, 0
-0.117554, 3.96912, -0.695735, 5.05896, 1
0.960484, 5.99986, -0.486849, 2.30783, 0
2.47294, 1.59118, -1.22464, 0.163825, 0
2.66965, 3.13712, -0.307014, -1.26904, 1
-2.08131, -4.06813, 3.75138, -1.39454, 0
0.0575065, -4.26577, 5.12584, -2.82859, 1
-4.09548, -7.31867, -1.06214, -2.37519, 0
3.56961, -3.77623, 4.9179, 2.95712, 1
-3.11087, 1.02255, -4.1927, -8.23207, 0
-1.49405, 3.28445, -2.56039, 2.8066, 0
2.76227, 6.67211, -2.11688, -5.42526, 1
-3.00867, 8.76494, 3.11135, -2.4492, 1
5.20657, -5.7339, 2.95691, -2.61813, 0
-1.68874, -0.102563, 0.829929, 6.33288, 0
3.1986, -4.54712, 9.566, -3.33419, 0
-9.65988, -2.12764, -2.36791, -8.24956, 0
-6.67698, 2.43846, -0.924491, 1.26759, 0
4.80035, -3.19822, 0.43247, 6.93636, 0
5.89507, 5.86001, 8.28266, -0.76517, 1
-2.23857, -0.405413, 4.46591, 4.63693, 1
0.164734, 0.832215, 0.219039, 0.0671537, 0
9.35805, -5.13295, 11.4377, 0.221547, 1
1.84249, -5.79127, -0.940526, -0.643945, 0
-1.09874, -2.596, 2.64858, 3.84818, 0
