0.373135, -0.22054, 1.98319, 2.27832, 0
-0.243166, -3.15155, 2.69787, 2.24701, 0
-0.0420748, -2.44026, 0.250904, 0.584309, 0
2.21064, 0.185637, -0.886358, 2.4898, 1
0.354323, -1.81527, -1.96318, 3.3725, 0
1.96073, -0.768932, -1.92274, 1.95282, 1
1.78569, -4.80593, -0.138835, -0.394085, 1
-1.59738, 3.31917, 0.178178, -1.86776, 0
-0.942828, -2.11605, -2.90863, 2.7454, 0
-4.28482, -0.183525, 2.01797, -1.12002, 0
-1.12571, 0.452116, -1.75572, -2.05837, 1
-2.47662, 0.173953, 0.260589, -0.928118, 1
-3.6968, -2.50742, -0.58726, -3.03609, 0
2.16895, -1.22303, 1.76843, 0.0889501, 1
-2.80383, 0.0988479, -3.50162, 0.840439, 0
0.96614, -1.2073, -2.3225, 2.58076, 0
0.0736583, -2.51112, -0.129398, 2.74046, 0
-2.6483, -1.14431, -4.45486, -0.30371, 0
2.62991, 2.28516, 0.6347, -3.02406, 1
-1.16638, -0.373488, -1.96364, -3.31675, 0
0.0720597, -0.87177, 0.532635, 3.11763, 1
3.91695, 0.646723, -0.057721, 0.280779, 1
0.192001, -1.56845, 2.23428, 2.9659, 1
-2.07235, -0.860321, -1.69508, -1.08303, 0
-0.739652, -0.43236, 1.15844, -0.748431, 1
-2.4664, -1.24708, 2.81123, -0.782417, 1
-4.36213, -0.789546, 0.811583, -2.80609, 0
-0.882635, -1.11785, -1.04874, -3.04906, 0
1.98358, 1.19723, -0.852886, 0.54507, 1
1.6199, -0.906132, 1.93681, -5.69425, 1
1.77126, -3.02294, 0.283789, 0.832535, 1
-4.27209, 2.31229, -0.918886, 1.97432, 0
0.986034, -1.40157, -0.385509, 3.10695, 1
-0.308971, 0.260147, -3.15816, 0.0985643, 0
0.169671, 0.677962, 2.32206, -1.40162, 0
1.00578, -1.54015, 0.158044, 2.48537, 0
-2.27387, 2.54231, -0.276286, 0.919374, 0
-6.05687, 2.33893, -0.716541, 0.278673, 0
1.4998, 1.83799, 0.125775, -3.71744, 0
-3.72291, -0.671903, 1.23487, -1.97023, 0
1.96613, 2.08873, -1.67048, -1.81545, 0
-0.982232, -2.04102, -0.566374, -2.19333, 1
0.0769556, -1.92469, -2.64463, 0.212499, 0
-2.07682, 0.924911, -3.13107, -0.782594, 0
0.397484, -1.06969, 0.23411, 0.60557, 1
1.87849, -0.0136451, -1.56764, -3.16792, 1
1.31709, -2.85795, -2.19983, -2.43522, 1
-0.763759, -0.331279, 0.774753, 3.48251, 0
0.457943, -1.07217, -1.09506, 0.924657, 1
0.215123, -2.03772, 0.466782, -0.414344, 0
1.55248, -2.96676, -0.665024, -0.685779, 0
3.72934, -2.63049, -2.71844, 2.81026, 1
0.627644, -2.34408, -2.8912, 3.08494, 1
2.02522, -2.48385, -2.7288, -0.110344, 0
0.88895, -2.24242, 0.463821, 0.0345246, 1
1.038, -0.889352, 2.53468, -4.10942, 1
-3.05171, -2.77199, 1.37344, -1.8666, 1
1.96504, -1.01763, -2.93007, 0.974084, 1
-2.67104, -3.20762, -0.588806, -0.344772, 1
2.60133, -0.674716, 3.38068, 1.7752, 1
-2.44297, -2.08134, 1.7092, -3.91318, 0
-0.953506, -1.09475, -5.96648, -2.49123, 1
